Job Title,pjdesc
PHP Developer,"jd: -* job title: core php developer minimum 3+ years of solid development experience in developing web applications with php, mysql html,html5, css3, jquery/ajax and javascript. strong knowledge in other open source frameworks like codeigniter, laravel, zend & cms tools. good experience on web technologies including html, javascript, jquery, ajax. strong knowledge of client-side scripting and javascript libraries, jquery etc. strong knowledge on database/web application design (mysql, mssql). good understanding of web and social media applications/ cross browser / mobile best practices. good understanding of asynchronous request handling, partial page updates, and ajax. knowledge on flash, flex, actionscript will be a plus. excellent communication, self-motivator, team player, ability to solve complex problems, design & requirements documentation. candidate should have good knowledge of ""the oops concept"" expected start date: 30/9/2020 job type: full-time salary: 10,000.00 - 30,000.00 per month experience: php: 3 years (preferred) education: bachelor's (preferred) licence: core php (preferred) programming languages needed: php (required) work remotely: no"
Software Engineer,"neustar is an information services and technology company and a leader in identity resolution providing the data and technology that enables trusted connections between companies and people at the moments that matter most. more information is available at https://www.home.neustar. job requisition: r-3233 software engineer ii (open) primary location: bangalore job description: who are we? as a company built on the foundation of privacy by design, for more than 20 years neustars unique capabilities have made us the leader in the field of responsible identity resolution. neustar enables trusted connections between companies and people at the moments that matter the most, with world-class and industry leading solutions in marketing, risk, communications, security and registry services. the software engineer ii is a key partner in bringing technical expertise to ensure the quality and accuracy of the neustar product suite. these product suites enable the data processing and analytics necessary to help people, businesses, and organizations make better decisions. the engineer filling this role will be responsible for helping customers in the areas of data acquisition, data infrastructure and data analytics. the role is based out of india at the neustar's offices in bangalore. job duties play a key role in enhancing and supporting the end to end data flows that deliver data analysis to various teams in support of our application in depth analysis of source data to provide insights for data mapping & business rules setup qualifications/education bachelors degree in computer science or engineering discipline 5-7 years of experience in the data, analytics and sciences domain with significant hands on experience exceptional problem solving and analytical skills experience and proficiency in with sql, unix/linux and scripting languages such as perl, shell, python etc. knowledge in the use of big data, business intelligence and analytics with significant past deliveries and experience in dealing with large data sets and distributed processing strong inter-personal communication and collaboration skills. experience working with a remote team and collaborating across multiple timezones the candidate should contribute improving engineering discipline/process and software engineering experience using agile good written, editing, proofreading and oral communication additional information experience in the data and analytics field in the marketing/advertisement and/or big-data platform domains working knowledge of google cloud platform working knowledge in aws technologies like ec2, emr, s3, lambda functions etc. at neustar, we are committed to the growth and development of our employees whose individual skills, curiosity and passion for their work, contribute to the overall success of our business. our core values (accountability, collaboration, transparency, resilience, and respect) are the driving force of our culture across our locations around the globe. we offer our employees a comprehensive benefits package including perks such as tuition reimbursement, awesome company discounts, back-up day care, community service events, pet and baby swag and much more! we are all learning and creating together; and having some major fun along the way. join us! we cant wait to meet you! neustar does not accept unsolicited resumes from external firms or agencies. neustar will not be responsible for placement fees associated with unsolicited resumes. diversity diversity, inclusion and teamwork are second nature to neustar; and these values permeate our entire business structure. neustar is committed to creating an environment where a wide spectrum of opinions and beliefs are actively sought, listened to and respected. further, our talented workforce draws from the many geographic areas and markets in which neustar operates worldwide, which represents a distinct competitive advantage. the rich and varied personal and professional backgrounds of our employees make neustar a dynamic and rewarding company at which to build a career. we invite you to join us. eoe of minorities/females/vets/disability neustar, inc. considers all applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, or status as a vietnam-era or special disabled veteran in accordance with federal law and other state and local requirements. neustar, inc., complies with applicable state and local laws prohibiting discrimination in employment and provides reasonable accommodation to qualified individuals with disabilities in accordance with the american with disabilities act (ada) and applicable state and local laws."
Wordpress Developer,"wordpress custom template design integration. core wordpress modifications and customizations. experience in customizing existing 3rd party components, modules, and plug-ins. experience in creating commercial wordpress components, modules & plugins. should have good experience with html, css, javascript, ajax, xml, and jquery. strong knowledge of core php and mysql. comfortable with wordpress versions 4.x good communication skills. min. experience 2-4 yrs. number of openings- 2"
Node js developer,"positions: nodejs developer jd this position requires candidates with a high level of understanding in computer science and engineering concepts. candidate should know how the web works and should have basic computer programming skills, preferably in javascript/nodejs. we are not looking for an expert/ninja here. but we are looking for candidates with an attitude to work well in a team environment and can learn things quickly in a fast-paced environment. responsibilities: author server side code in nodejs. build apis according to the specifications. create libraries in nodejs that enable modular, extensible design. build integrations to various third party cloud applications/web services. . experience in frontend technologies like angular/react is a plus qualifications: . strong core js fundamentals . 3+ years experience working in nodejs. . experience authoring rest apis with swagger spec. . unit testing on nodejs modules . experience integrating third party apis is a plus job type: full-time salary: 12,426.00 - 56,845.00 per month schedule: monday to friday experience: software development: 3 years (preferred) work: 3 years (preferred) total work: 3 years (preferred) education: bachelor's (preferred)"
Network Administrator,"job descriptionurgent opening for network engineer-4+ years_noida/gurugram location""work from home allowed""hi,greeting's from avantha technologies limitedjob description.(please apply only interested candidate)role:- network engineerexperience job description urgent opening for network engineer-4+ years_noida/gurugram location ""work from home allowed"" hi, greeting's from avantha technologies limited job description.(please apply only interested candidate) role:- network engineer experience: 4+ years location:- noida/gurugram **must have project experience** please fill the following info:- name: total exp.:- relevant exp:- current company :- payrole company: notice:- current location:- notice:- reason for job change- note- we are looking for only immediate joinner or who can join 15-20 days. anju singh hr executive-(psg) 1st floor, plot no. 47, phase iv, udyog vihar, gurugram, haryana 122015 www.avanthabsl.com asingh4@avanthabsl.com an avantha group company 7905585392 ""feel free to call for any query"
Flutter Developer,"only who are from kolkata and have experience for more than 1 year should apply. we are currently looking for android and ios mobile application developers to work in an exciting , high - growth environment based in kolkata . android and ios mobile application developer with a minimum of 5 applications developed and published in the play store & who can deliver across the entire app life cycle concept, design , build , deploy , test , release to play store and support. lead the development of android apps required for international clients. should have very good analytical ability to attack problems that are very unusual and extremely difficult , comfortable with ambiguity excellent oral and written communication skills should have knowledge of server - side technology to architect applications or data to build scalable , high - performing technology solutions proficient in writing technical documentation used by the development team during programming stages. proficient with the languages , tools , and frameworks core to android development and ios development, including android studio , java , sqlite , firebase , push notification , react native or flutter etc.should have experience in restful apis and state management in-depth knowledge of at least one programming language like swift and java. experience with third-party libraries and apis. familiarity with oop design principles. excellent analytical skills with a good problem-solving attitude. ability to perform in a team environment job type: full-time schedule: flexible shift monday to friday experience: android development: 1 year (required) total work: 1 year (required) ios: 1 year (required) location: kolkata, west bengal (required)"
Node js developer,"hiring node js developer for a leading engineering services company, a client of roljobs technology services pvt ltd. work location: mumbai experience: 3-6 years skills required: node js angular 2+ protractor expressjs rdbms responsibilities include: building interactive ui design and restfully abstract to ui through node.js backend defining code architecture decisions to support a high-performance and scalable product with a minimal footprint. integrating user-facing elements with backend server side logic writing reusable, testable, and efficient code design."
JavaScript Developer,"role : role description : must have skills : javascript good to have skills : job requirements : role: application developer role description : design, build and configure applications to meet business process and application requirements must have skill: javascript s good to have : soft skills , good at using macros etc. job requirements: a: responsibilities-a: working experience with agile b: working experience in writing jasmine test cases b: professional experience- a: html5 css3 or javascript design patterns b: agile 3 any server side language php, java, dotnet oops based javascript codin salary negotiable industry it software subindustry software development functional area it software development specialization java, j2ee, jsp, servlet role executive / officer level keyskills javascriptcodingphptest cases desired candidate profile please refer on jd education highest qualification graduation any graduate"
Flutter Developer,"about the company* blackbean marketing technology inc. is a bespoke marketing technology agency based out of india and canada. since 2011, we have been pushing the envelope creatively and technologically. blackbean's core business is developing mobile apps and solutions for retail, marketing and enterprise customers. blackbean's flagship product eventbuoy is one of the most powerful event apps and delivery platforms in the mobile space along with its industry-leading cms and dms. we create stunning digital experiences on the mobile. we are passionate and skillfully converge talent with technology. we create awesome solutions. responsibilities: * design and build sophisticated and highly scalable apps using flutter. build custom packages in flutter using the functionalities and apis already available in native android and ios. translate and build the designs and wireframes into high quality responsive ui code. write efficient queries for core data. use of model-view-controller ( mvc) and model-view-viewmodel-controller (mvvm) as it relates to designing, developing architecture and developing maintainable, testable and functional software that meets product requirements. explore feasible architectures for implementing new features. resolve any problems existing in the system and suggest and add new features in the complete system. suggest space and time efficient data structures. follow the best practices while developing the app and also keeping everything structured and well documented. use ci/cd for smooth deployment. document the project and code efficiently. manage the code and project on git in order to keep in sync with other team members and managers. communicate with the project manager regarding status of projects and suggest appropriate deadlines for new functionalities. ensure security guidelines are always followed while developing the app. validate the cloud system to ensure any new changes do not compromise security of the backend server. suggest new features and/or enhancements. consulting with our customer facing representatives about software system design and maintenance. interact with the clinical specialists and product manager to help understand end-user feedback. maintaining software through product lifecycle including design, development, verification and bug fixes. connect regularly with the quality assurance specialist to deliver stable app. resolve all the bugs reported by the quality assurance specialist in a timely manner. perform time profiling and memory leaks assessment. execute app verification protocol. write tests for the app. following company policies and quality procedures to ensure quality product deliverables. requirements: * must have: * flutter: to build cross platform mobile apps for android, ios and web. this should include from making responsive uis to efficiently query data and also mange states in an optimized manner. native android and ios: to build custom flutter packages. firebase: should have experience with cloud firestore, push notifications, cloud functions and analytics. adobe xd: should know how to use adobe xd to use the design file and use it to build the app. git: to manage and collaborate in different projects with the rest of the team. good to have: * angular bootstrap javascript contract length: 3 months job types: full-time, contract pay: 400,000.00 - 1,000,000.00 per year schedule: flexible shift experience: software development: 2 years (preferred) work: 2 years (preferred) total work: 2 years (preferred) java: 1 year (preferred) education: bachelor's (preferred)"
iOS Developer,"key responsibilities design and build advanced applications for the ios platform. integrating and overseeing existing tools in the overall product architecture. working with the project managers to ensure that all the requirements and targets are met. ensure delivery of high-quality solutions. monitoring and resolving the production bugs. ensure the timely delivery of outputs according to the clients requirements. assisting the business development team with project estimates and technical strategy. qualification / requirement desired candidate profile: b.tech / b.e. / mca one + years of hands-on experience in ios development(objective-c, or increasingly, swift). delivering entire app life cycle concept, design, build and test complex applications for a variety of ios devices. familiar with ios frameworks(foundation, uikit, core data, core animation, and cocoatouch) and restful apis. experience with offline storage, threading, and performance tuning. understanding of apples design principles and interface guidelines. experience working with third-party sdks, libraries, cocoapods, and analytics tools. in-depth knowledge of object-oriented programming and software design. excellent programming and problem-solving skills. proficient understanding of code versioning tools such as git or svn. experience in maintaining and releasing apps in the app store. drop your cvs to jobs@webandcrafts.com"
Network Administrator,"be a part of our innovative and energetic it team, searching and introducing technologies to boost our product. challenging and fascinating work environment. configure firewalls, routers, and switches for fluent and its clients provide complex networking solution to fluent and its clients install, configure and optimize servers for the customer and internal use. communicate with clients, vendors and product support. client tier-2 support for fluent software and hosted solutions requirements: desired skills & experience experience of at least 3 years as a network administrator. networking: understand routing protocols such as bgp, ospf, rip, understand the notion of acls network address translations, understand tcp/udp unicast and multicast traffic including multicast routing, ability to troubleshoot using advanced techniques. experience with common hardware: arista, cisco, (all the knowledge base is here) juniper, force10, and fortigate. palo alto firewalls. work with wireshark. sys. admin proficiency in main linux os flavors: redhat and centos 7.x scripting: at least one of the following: bash, python, perl english fluency, ability to communicate with abroad clients, vendors and colleagues. advantage monitoring software skills (nagios, centreon, etc) microsoft windows server proficiency: administration level. internal infrastructure maintenance (ipmi, bmc, idrac, ilo) server configuration management: puppet/chef/salt/ansible hadoop cluster, elasticsearch cluster management, the use of grafana datacenter hands-on experience, backup tapes (linux environment) topics which are advisable for the candidate: work with vm and low latency aspects of servers: from network cards such as solareflares to bios and os optimization"
iOS Developer,"proficient with swift & objective-c familiarity with restful apis to connect ios applications to back-end services experience with multithreaded programming, reusable frameworks, ui components, ios sdk performance tools and optimization techniques experience with third-party libraries and apis knowledge of react native is an advantage. * immediate joining is preferred. job type: full-time salary: 250,000.00 - 700,000.00 per year schedule: morning shift supplemental pay: joining bonus experience: work: 1 year (preferred) total work: 1 year (preferred) ios: 1 year (preferred) education: bachelor's (preferred) programming languages needed: objective-c (preferred) work remotely: yes speak with the employer +91 9629336992"
Flutter Developer,"sunflower lab is a leading us based software development company. we are looking for extremely smart and talented people to join our team in vadodara, gujarat as flutter developer. our current team strength is 75+ and we have completed 175+ projects and counting. our wide-range capabilities have opened up horizons for us create products and services for sectors like health care, finance, real estate, manufacturing, telecommunication, oil & gas, event & entertainment etc. sunflower labs is currently looking for extremely smart and talented people to join our team in vadodara, gujarat. the selected individuals will be part of full process from designing, implementing mobile applications. meaning by from beginning to production. skills minimum of 2-3 years full-time mobile development experience (ios, android). basic experience with flutter & dart. experience with java and/or swift/objective-c. experience launching and managing production mobile apps. experience authoring, testing, and deploying code mission-critical applications. experience developing integrations with common apis (e.g., firebase, twitter, instagram, stripe, braintree, google etc.). mindset to take up challenges & contribute in a team. team player who can develop new features & functionalities with team. general knowledge of location services, maps, and other common android/ios libraries. responsibilities working with an agile team to develop, test, and maintain business application preparing reports, manuals and other documentation on the status, operation and maintenance of software design, develop, and unit test applications in accordance with established standards package and support deployment of releases analysing and resolving technical and application problems. adhering to high-quality development principles while delivering solutions on- time and on-budget. providing third-level support to business users"
Wordpress Developer,"location: madurai experience: 2+ years qualification: any degree with designing skills candidate should have excellent knowledge of wordpress, mysql, css, html and jquery. knowledge of custom wordpress development and troubleshooting. should have strong coding knowledge in wordpress platform. experience in designing and developing responsive websites strong analytical and problem-solving skills. good in communication skills. apply now"
PHP Developer,"kochi urgent requirements of php/laravel team lead for a reputed company in kochi. gender: male/female job responsibilities: mentor and lead a team of junior developers. perform code review in daily basis. expert in php laravel framework take up system analysis, design, documenting responsibilities and get it done in time. he/ she should be able to perform code analyzing and reading exercises for current and previous projects. the sr. developer will lead developers; apart from this he will/ can be involved in the coding activities besides the team management role. all necessary support will be provided for smooth execution of projects. the senior developers will keep a track and reviews on existing projects to identify bottlenecks, bugs, performance issues and involve the team to study and learn from existing projects. must be able to advise ways and means to obtain performance metrics of applications and optimize applications. must possess excellent attention to detail and be able to familiarize and quickly learn new software/ framework/ languages/ technology with ease. must be able to apply innovative thinking at work. eligible candidates are requested to e mail the following documents as soon as possible for further processing. documents: cv in ms word format sslc certificate plus two certificate degree/pg certificate with mark list experience certificate experience 1 - 4 years salary 1 lac 75 thousand to 5 lac p.a. industry it software - mobile technologies qualification b.c.a, b.tech/b.e, m.c.a, m.sc, m.tech key skills php php development php programming"
iOS Developer,"we are hiring for one of the top it company in ahmedabad, they are in software development, ai, and web development. responsibility: work with an open-source ios ecosystem and the libraries available for common tasks. work directly with developers and product managers to conceptualize, build, test and realize products. build reusable ios software components for the platform. unit-test code for robustness, including edge cases, usability, and general reliability. work on bug fixing to improve application performance and shipping new features as required. solid understanding of the full mobile development life cycle unit-test code for robustness, including edge cases, usability, and general reliability. work on bug fixing and improving application performance. requirement: experience with ios design patterns, memory management, rest web-services, and json parsing. conversant on the modern ios programming paradigm, including the use of swift and objective-c, and development tools like xcode, instruments, and git. have published one or more applications in an ios app store. good understanding of large and complex code bases with strong computer science fundamentals. basic understanding of the mobile landscape, ios architectures, trends, popular third-party libraries & apis used in ios development. experience and understanding of performance tuning for ios applications while working in an agile environment. knowledge of ios app store deployment process. hands on experience using smartphones and/or tablets preferably iphone and/or ipad experience with test-driven development, continuous integration, and other agile practices job type: full-time salary: 60,000.00 - 70,000.00 per month schedule: morning shift education: bachelor's (preferred) experience: ios development: 3 years (preferred) industry: software development"
Network Administrator,"looking for computer engineer freshers can also apply responsibilities: designing and developing hardware components including circuit boards, processors, and memory cards. testing hardware components individually and in tandem with external computer systems. analyzing systems data in order to make changes to the hardware configuration. maintaining and administering computer networks and related computing environments including systems software, applications software, hardware, and configurations. performing disaster recovery operations and data backups when required. protecting data, software, and hardware by coordinating, planning and implementing network security measures. troubleshooting, diagnosing and resolving hardware, software, and other network and system problems. replacing faulty computer & network hardware components when required. conferring with network users about solving existing system problems. designing, configuring and testing networking software, computer hardware, and operating system software. skills: ability to implement, administer, and troubleshoot network infrastructure devices, including wireless access points, firewall, routers, switches, controllers. ability to create accurate network diagrams and documentation for design and planning network communication systems. provides specific detailed information for hardware and software selection. ability to work with all levels of staff within and outside of it and outside the organization. network security knowledge. analytical thinking with good problem-solving abilities. extensive knowledge of computer hardware, software, and electrical systems. ability to see potential problems in a system setup. whatsapp your cv on (+9i-72-52-88-87-91 ) hr team"
Backend Developer,"amsterdam sr. backend developer job description as a senior backend developer in the product development team, your main responsibility is to build new and exciting features for our creative automation platform. our platform is built on modern technologies like vue.js, laravel and node.js. you will join a highly skilled team of developers (and designers) who enjoy a technical challenge and maximizing product value and user experience. the team works in two-week sprints where tasks are always a combination of roadmap features and the teams own input. your main responsibilities: building new platform features to add value for users working on our infrastructure and nudging the team more towards a devops culture building new and improved features for our rendering infrastructure who are you? besides fun to work with, you have (some) experience with, and a passion for: javascript node.js php and mvc framework such as laravel cloud services (we work with google cloud platform) infrastructure stuff like docker and kubernetes rest apis you are someone who: enjoys doing things smarter and more efficient is a team player is involved in the product likes a challenge can work independently the offer a small but fast-growing team with a lot of ambition a good environment to learn (a lot) and keep improving yourself and the way we work ping pong, mario kart, super smash, quarterly outings with beer a full time job with a competitive salary: 4.000 to 5.000 a month requirements backend and devops are your passion skilled with node skilled with javascript knowledge on architecture, devops, security and workflow at least 5 years experience in a similar position what we offer 4.000 5.000 p/m 40-hour work week 25 holiday days no work in the weekend fun team ability to grow and learn about us we are storyteq. since 2017, we help creative teams to take out repetitive work in their production process and help brands to be more relevant in their (video) marketing. we do this through our state-of-the-art creative automation platform, which uses data to automatically adapt visual assets. the company consists of 25+ dedicated people working together to build a great product and deliver a smooth experience for companies such as heineken, netflix, and ahold. ready to join our fast-growing team? if youre interested in hearing more, please send your cv to lennard@storyteq.com or click here."
iOS Developer,"you are someone who is well-organized, resourceful, flexible, has the ability to multitask, and has extraordinary attention to detail. you must have strong communication skills and the ability to develop strong working relationships with internal and external resources. a willingness to take ownership and work independently under tight deadlines. reasoning skills this role will need to solve practical problems and deal with a variety of concrete or abstract variables in situations where only limited standardization exists. must be able to interpret a variety of instructions furnished in written, oral, diagram, or schedule form. other skills and abilities ability to work effectively and efficiently without supervision while utilizing time management and multi-tasking skills is required. must be able to remain calm in stressful situations in order to leverage a patient and methodical approach. this role also needs to be self-motivated to learn and seek out new information in a rapidly changing environment. you would have: strong experience developing and testing native ios apps expert in ios development (swift) swiftui expertise experience designing, building, and maintaining restful apis and backend experience with 3rd party libraries, frameworks, and services experience with security (private/public keys, encryption, app security) experience with ui/ux design experience releasing apps through app store and google play. solid understanding of the full mobile development life cycle 4+ years of industry experience in software engineering portfolio of ios apps on the app store, other relevant work desired skills & experience: demonstrated ability to coordinate cross-functional work toward task completion experience developing commercial mobile apps experience implementing unit tests experience with git version control system experience implementing multi-threaded and distributed multi-tier systems. essential duties and responsibilities include the following. other duties may be assigned. work with the scrum team to develop new native software that will be a key component of our product offering. provide technical guidance in software design and development activities. may oversee the development team and coordinate strategies amongst teams to ensure technologies are interconnected and product lines are working smoothly. code, test, debug, document and maintain software applications using established coding standards and methodologies. participate in scrum activities, perform code reviews, contribute to a high performing, growing team. own component(s) of the architecture and direct the work of other team members. ensure new software meets quality standards through writing unit and automated tests. troubleshoot, debug, resolve product issues as they arise. assist in designing interfaces to improve user experience. support the application lifecycle (concept, design, test, release, and support). follow established development, documentation, testing and deployment processes. gather requirements and suggest solutions; serve as an integrator between business needs and technology solutions. collaborate with the product development team to plan new features. participate in planning and scoping meetings for future projects. work cross-functionally to resolve complex customer problems. responsible for managing and maintaining project and work backlog; able to re-prioritize tasks as the business deems appropriate. stay current with new technology trends. train, coach, and mentor other engineers. interview process: 1. one hour meeting getting to know you and your experience. 2. one hour technical interview. 3. one hour's final interview to get you started. - if you make it step 3 that means you pretty much got the job. - your interview is performed as a group meeting over zoom meeting and it requires the candidate to share screen and prove that is on a mac computer. also, a live camera & microphone are essential for the interview. a stable internet and a place with minimal noise is a must since there is not much time to spend fixing your net speed. - please note, the interviewer might cancel your interview short if you do not comply with the above statements. job type: full-time pay: 70,000.00 - 80,000.00 per month schedule: monday to friday morning shift work remotely: yes"
Software Engineer,"stp investment services is seeking a self-starter and motivated senior software engineer specializing in eagle suite of products to join them in this newly added role. the senior software engineer specializing in eagle will perform a wide range of tasks including development of new applications, testing, supporting legacy client systems, configuring and interfacing with various capital market systems, and troubleshooting and improving current operational systems at both stp and client sites. this position is a very diverse position that presents a multitude of learning and growth opportunities for the successful candidate. this person will also need strong technical skills to lead development efforts and perform regular mentoring and training for other team members. the successful candidate will possess a bachelors degree in computer science, information systems, or master of computer applications (mca). preferred candidates will have at least 3 years of professional experience working in the capital markets industry with various web, database, and system technologies, especially eagle suite of products. candidates must be able to work with minimal supervision within a structured environment, possess excellent teamwork, organization, troubleshooting and communication skills. additionally, the successful candidate must be enthusiastic, diligent, and take initiative and pride in their work. self-motivation and the ability to learn quickly and deliver are essential skills and the key to success in our dynamic environment. position requirements: 3+ years capital markets industry experience required 5+ years of software development experience required 3+ years of investment banking experience required specially reference data. 5+ years of development experience in oracle/sql server development (plsql/t-sql) required experience working on global development teams with 24x7 development capabilities required development experience with order management systems (charles river, longview, bloomberg aim) is an advantage development experience in any accounting systems such as portia/camra/simcorp etc would be an advantage prior experience working with capital markets data providers (bloomberg, rimes, idc, reuters) is an advantage development experience building data feeds for data management products (markit edm, golden source) and building reports is an advantage production support & troubleshooting experience is an advantage ability to collaborate effectively with other members of the tech team, including the use of collaboration tools, source control, documentation and bug tracking experience understanding business specifications and converting them to technical deliverables strong written and verbal communication skills strong organizational skills and attention to detail exceptional problem solving and troubleshooting skills mandatory experience in sdlc and agile development frameworks detailed understanding of enterprise software testing involving documenting test cases, test results, and bug resolution experience in business process re-engineering, business systems analysis, process improvement involving broad-based information systems utilizing tools and techniques. qualifications bachelors degree in computer science, information systems, or master of computer applications (cpa) preferred. experience 3+ years of experience in the capital markets industry 5+ years of software development experience 3 + years of reference data 5+ years of development experience in oracle/sql server development (t-sql) required process shifts: the candidate should be ready to work in the morning or evening shift."
Wordpress Developer,"develop wordpress plugins, themes, and html5 applications. leverage the wordpress api and extend the wordpress admin experience. 3 years experience with from scratch wordpress theme development. read more 4 years of experience in wordpress 4 years of experience in php development 4 experience with front-end web development (bootstrap, html5, css, javascript and jquery) experience using css pre-processors is a plus (sass, less or stylus) experience using version control is a plus (git or subversion) uncanny ability (and desire) to dive in to unfamiliar systems and learn on the fly plugin research and customization ability and willingness to work on a team using a unified/documented development and coding style integrating sliced psd files into either word press or some other proven open source system (note: word press is our primary cms platform); many of our builds are responsive strong understanding of wordpress back-end development. strong knowledge on wordpress custom theme creation. developing custom web applications that drive business processes setting up e-commerce applications and integrating shopping carts contributing to support of current client websites integrating feeds from social networks building out responsive layouts developing wireframe mock-ups to illustrate possible solutions juggle current projects with incoming tasks. capable of hitting daily deadlines exceptional analytical skills strong interpersonal skills front end developer chennai, india apply for position minimum 2-3 years of experience responsive front end design/development theme design / development read more clean and responsive designs retina-ready designs wordpress theme development responsive bootstrap you have in-depth knowledge of wordpress development and youre a dab hand with css. this list describes you perfectly. you have in-depth html & css knowledge you have in-depth knowledge of wordpress and php development you have in-depth knowledge of jquery or any js framework you have the ability to communicate complicated stuff to novices android developer chennai, india apply for position 3-5 years of android development experience deep understanding of the android sdk and java experience having published multiple apps in the play store read more experience having worked with restful apis in the apps comfortable working with a source code management system ios developer chennai, india apply for position 3-5 years of ios development experience solid objective-c skills swift skills a huge plus read more clear understanding of auto-layout and size classes experience having published multiple apps in the app store experience having worked with restful apis in the apps experience using cocoapods or similar tools comfortable working with a source code management system"
Machine Learning,"machine learning engineer we are looking for an expert in machine learning to help us extract value from our data. you will lead all the processes from data collection, cleaning, and preprocessing, to training models and deploying them to production. the ideal candidate will be passionate about artificial intelligence and stay up-to-date with the latest developments in the field, and know how to program in c++ (we rarely use python). requirements b.tech./ b.e / mca degree in computer science, engineering or a related stream. 3+ years of machine learning experience. proficiency with a deep learning framework such as tensorflow or tensorrt. expertise in visualizing and manipulating big datasets. proficiency with linux, c++, opencl, openmp and opencv (we have no use of python in deployments). ability to determine hardware requirements to run an ml model with the required latency. extremely good understanding of embeddings, and how to play with them. extremely good understanding of cnn, lstm, gans, attention models, advanced loss functions, hyper-convergence and batch processing. what we expect from you? analyzing the ml algorithms that could be used to solve a given problem and ranking them by their success probability. exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world. verifying data quality, and/or ensuring it via data cleaning. supervising the data acquisition process if more data is needed. defining validation strategies. defining the preprocessing or feature engineering to be done on a given dataset. defining data augmentation pipelines. training models with hyper-convergence strategies and tuning their hyperparameters. analyzing the errors of the model and designing strategies to overcome them. deploying models to production in c++. understanding business objectives and developing models that help to achieve them, along with metrics to track their progress."
Database Administrator,job title administrative assistant classification non-exempt report deputy commissioner/chief operating officer & senior associate commissioner/senior woman administrator summary administrative assistant responsibility managing aspect day-to-day calendar act gatekeeper first-point- of-contact deputy commissioner senior associate commissioner administrative assistant manage priority deadline supervisor position also support administrative function sport management team various officiating coordinator assigned essential duty responsibility oversee heavy calendaring senior associate commissioner/swa coo/deputy commissioner manage complex domestic international travel logistics seamlessly screen incoming outgoing phone call responding appropriately manage expense report corporate amex card direct supervisor sport management associate commissioner coordinate internal external executive assistant coordinate event meeting appointment prepare meeting material booklet document associated administration sport supervision championship assist coordination travel representative member institution attend championship meeting process expense reimbursement provide administrative support officiating coordinator assigned manager assist management online officiating program including detailed data entry schedule review maintenance payment database entry review facilitation contract mailing collection assist keeping database current monitoring change data calendar playing schedule assist football basketball liaison television assignment assigned associate commissioner television provide sense urgency solving problem making sound independent decision pressure provide break lunch back reception desk scheduled available travel meeting preparation championship administration ability work overtime needed evening weekend time high workload emergency situation duty assigned qualification minimum five-years experience administrative assistant serving senior management personnel similar administrative experience demonstrated knowledge administrative clerical procedure system strong computer typing skill excellent written communication interpersonal skill knowledge intercollegiate sport arbiter software league administration program preferred demonstrated attention detail proofreading ability ability balance workload several supervisor ability work independently limited supervision bachelor associate degree preferred competency perform job successfully individual demonstrate following competency analytical - synthesizes complex information ; us intuition experience complement data problem solving - identifies resolve problem timely manner ; gather analyzes information skillfully ; develops alternative solution ; work well group problem solving situation ; us reason even dealing emotional topic technical skill top notch computer literacy ; strives continuously build knowledge skill oral communication - speaks clearly persuasively positive negative situation ; ability follow oral written instruction written communication - writes clearly concisely ; grammar perfectionist ethic - treat people respect ; keep commitment ; work integrity honesty ; upholds organizational value innovation - display original thinking creativity ; meet challenge resourcefulness professionalism - reacts well pressure ; follows commitment make sound thoughtful business decision application process position posted open august 15 2018 please apply teamworkonline.com please also include cover letter stating professional goal relate administrative assistant opportunity equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law
